0 Tile  2 x  2 with Silver Hufflepuff Crest on Bright Light Orange Pattern
3 0 14.28 0 -3.4 13.56 0 -3.44 13.8 0 -3.84
3 0 13.8 0 -3.84 14.08 0 -4.48 14.72 0 -4.04
4 0 13.2 0 -4.92 13 0 -4.6 13.08 0 -5.48 13.32 0 -5.6
3 0 15.04 0 -5.36 14.4 0 -6.32 15.12 0 -6.28
4 0 14.88 0 -9.12 15.08 0 -7.64 14.36 0 -7.6 14.16 0 -9.08
4 0 14.52 0 -11.12 13.84 0 -10.84 13.8 0 -11.44 13.88 0 -11.8
4 0 11.32 0 -14.56 9.56 0 -15.28 10.08 0 -15.84 11.52 0 -14.92
4 0 14.52 0 -11.12 13.88 0 -11.8 14.16 0 -12.08 14.52 0 -11.48
3 0 15.64 0 -11.24 15 0 -11.48 15.72 0 -12.04
3 0 15.64 0 -12.48 15.44 0 -12.88 16 0 -13.32
3 0 15.44 0 -12.88 15.12 0 -13.24 16 0 -13.32
3 0 14.64 0 -13.48 14.12 0 -13.6 14.44 0 -14.28
4 0 13.56 0 -14.32 13.44 0 -13.56 13 0 -13.4 12.56 0 -14
3 0 12.52 0 -13.08 12.56 0 -14 13 0 -13.4
3 0 12.56 0 -14 12.68 0 -14.32 13.56 0 -14.32
4 0 13.52 0 -16.48 13.48 0 -15.76 12.84 0 -15.76 12.6 0 -16.6
3 0 13.76 0 -14.52 14.08 0 -15.44 14.52 0 -14.84
3 0 14.08 0 -15.48 13.96 0 -16.36 14.48 0 -16.08
4 0 12.32 0 -15.56 11.84 0 -16.56 12.6 0 -16.6 12.84 0 -15.76
3 0 11.88 0 -15.28 10.64 0 -16.2 11.24 0 -16.44
3 0 11.16 0 -14.12 9.56 0 -15.28 11.32 0 -14.56
4 0 9.56 0 -15.28 11.16 0 -14.12 11.08 0 -13.44 10.44 0 -11.76
3 0 11.12 0 -13.24 11.6 0 -13.64 11.64 0 -13.56
3 0 10.44 0 -11.76 11.08 0 -13.44 11.12 0 -13.24
4 0 10.44 0 -11.76 11.56 0 -12.44 11.64 0 -11.76 11.12 0 -11
3 0 12.64 0 -10.64 11.88 0 -11.72 12.2 0 -11.96
4 0 12.8 0 -8.8 13.04 0 -9.48 13.24 0 -8.64 12.96 0 -8
3 0 13.04 0 -4.56 13 0 -4.6 13.2 0 -4.92
4 0 13.4 0 -6.44 13.32 0 -5.6 13.08 0 -5.48 13.08 0 -7
3 0 13.36 0 -7.92 12.96 0 -8 13.24 0 -8.64
3 0 12.8 0 -8.8 12.4 0 -10.12 13.04 0 -9.48
4 0 12.12 0 -10.48 12.04 0 -9.88 11.56 0 -10.32 11.68 0 -11.48
4 0 11.68 0 -11.48 11.56 0 -10.32 11.12 0 -11 11.64 0 -11.76
3 0 12.12 0 -10.48 11.68 0 -11.48 12.2 0 -10.56
3 0 11.96 0 -9.44 11.56 0 -10.32 12.04 0 -9.88
4 0 9.56 0 -15.28 10.44 0 -11.76 9.8 0 -12.72 9.28 0 -13.8
3 0 9.28 0 -13.8 8.92 0 -14.84 9.56 0 -15.28
4 0 6.52 0 -15.24 7.32 0 -16.4 7.52 0 -16.12 7.2 0 -14.68
4 0 8.76 0 -15.96 8.4 0 -15.64 7.76 0 -16 8.4 0 -16.6
3 0 8.04 0 -15.12 7.76 0 -16 8.4 0 -15.64
3 0 7.84 0 -14.64 7.2 0 -14.68 8.04 0 -15.12
4 0 4.76 0 -11.6 4.96 0 -10.84 4.44 0 -11.32 4.44 0 -12.28
3 0 7.76 0 -14.32 7.2 0 -14.68 7.84 0 -14.64
4 0 5.96 0 -17.4 6.52 0 -15.24 6.04 0 -15.8 5.68 0 -16.32
4 0 5.96 0 -17.4 5.68 0 -16.32 5.36 0 -16.92 5 0 -17.76
4 0 3.64 0 -17.48 3.36 0 -18.52 4.16 0 -18 3.96 0 -17.08
4 0 4.16 0 -18 4.76 0 -17.56 4.44 0 -17.08 3.96 0 -17.08
3 0 4.28 0 -16.6 3.96 0 -17.08 4.44 0 -17.08
4 0 1.68 0 -18.16 1.08 0 -18.12 1.08 0 -18.84 2.12 0 -18.84
4 0 0 0 -18.72 1.08 0 -18.84 1.08 0 -18.12 .08 0 -18
3 0 2.4 0 -18.08 1.68 0 -18.16 2.12 0 -18.84
3 0 -.96 0 -16.72 -2.24 0 -16.8 -1.24 0 -17.12
3 0 .08 0 -18 -.88 0 -18.68 0 0 -18.72
4 0 -2.24 0 -16.8 -2.32 0 -17.56 -1.68 0 -18.08 -1.52 0 -17.64
4 0 -1.44 0 -18.8 -1.16 0 -18 -1.68 0 -18.08 -2.16 0 -18.68
4 0 -3.04 0 -16.96 -3.12 0 -17.72 -2.32 0 -17.56 -2.24 0 -16.8
3 0 -2.24 0 -16.8 -1.52 0 -17.64 -1.24 0 -17.12
4 0 -3.96 0 -15.32 -4.08 0 -16.08 -3.48 0 -16.08 -3.48 0 -15.32
4 0 -3.48 0 -16.08 -2.92 0 -16.56 -2.52 0 -16.08 -2.68 0 -15.44
3 0 -2.68 0 -15.44 -2.52 0 -16.08 -1.96 0 -15.64
4 0 -4 0 -14.32 -3.44 0 -14.8 -2.96 0 -14.56 -3.56 0 -13.6
3 0 -3.48 0 -15.32 -3.48 0 -16.08 -2.68 0 -15.44
3 0 -3.56 0 -13.6 -4.32 0 -13.92 -4 0 -14.32
4 0 -2.84 0 -13.72 -2.96 0 -14.56 -2.24 0 -14.36 -2.16 0 -14.04
3 0 -2.16 0 -14.04 -2.24 0 -14.36 -1.92 0 -14.28
4 0 -2.8 0 -13.04 -3.16 0 -12 -3.64 0 -12.64 -3.12 0 -13.2
3 0 -3.56 0 -13.6 -2.96 0 -14.56 -2.84 0 -13.72
4 0 .92 0 -13.44 -.08 0 -13.48 .16 0 -13.6 .64 0 -13.6
4 0 -.08 0 -13.48 .92 0 -13.44 1.48 0 -12.84 -.4 0 -11.44
4 0 -.68 0 -13.08 -.08 0 -13.48 -.4 0 -11.44 -.96 0 -12
4 0 5.6 0 -7.2 5.64 0 -7.88 6.16 0 -7.2 5.88 0 -6.64
4 0 2.48 0 -11.92 2.64 0 -11.56 2.64 0 -10.96 2.24 0 -12.2
4 0 5.6 0 -7.2 5.16 0 -7.08 5.04 0 -7.68 5.64 0 -7.88
4 0 -.24 0 -10.28 2.64 0 -10.96 2.64 0 -9.12 1.72 0 -8.24
3 0 2.92 0 -7.16 2.64 0 -7.56 2.88 0 -7.88
4 0 2.88 0 -7.88 2.64 0 -7.56 2.2 0 -8 2.64 0 -9.12
3 0 2.2 0 -8 1.72 0 -8.24 2.64 0 -9.12
4 0 -1.44 0 -6.68 -1.6 0 -7.24 -1.12 0 -8.08 1.68 0 -8.16
4 0 2.36 0 -5 2.28 0 -6.76 2.88 0 -4.48 2.64 0 -4.16
4 0 3.28 0 -3.44 3.36 0 -2.92 3 0 -3.44 3.08 0 -3.92
4 0 3.36 0 -2.92 3.28 0 -3.44 3.64 0 -2.8 3.68 0 -2.64
4 0 1.68 0 -2.28 2.56 0 -2 2.2 0 -1.64 1.64 0 -1.28
4 0 2.64 0 -4.16 2.88 0 -4.48 3.08 0 -3.92 3 0 -3.44
3 0 1.4 0 -5.68 -1.44 0 -6.68 1.96 0 -6.32
4 0 -4.44 0 -5.64 -3.12 0 -4.12 -4.24 0 -4.08 -4.88 0 -5.32
4 0 -3.68 0 -6.32 -3.12 0 -6.68 -2.28 0 -4.2 -3.12 0 -4.12
4 0 1.12 0 -5.36 .44 0 -4.8 -1.44 0 -6.68 1.4 0 -5.68
4 0 1.68 0 -2.28 1.64 0 -1.28 .6 0 -1.8 -.08 0 -3.04
4 0 -.52 0 -4.12 -.8 0 -3.92 -2.28 0 -4.2 -1.44 0 -6.68
3 0 -.52 0 -4.12 -1.44 0 -6.68 .44 0 -4.8
4 0 -2.4 0 -1.68 -2.76 0 -2.08 -2.44 0 -2.44 -1.96 0 -2.2
4 0 -.04 0 -.6 0 0 -1.52 .96 0 -.96 .44 0 -.28
4 0 -.36 0 -2.32 -1.6 0 -3 -.8 0 -3.72 -.52 0 -3.36
4 0 .6 0 -1.8 1.64 0 -1.28 .96 0 -.96 0 0 -1.52
4 0 .44 0 -.28 .96 0 -.96 1.2 0 -.4 1 0 .24
4 0 1 0 .24 1.2 0 -.4 1.44 0 .32 1.6 0 .96
4 0 -8.68 0 3.08 -8.04 0 2.08 -6.96 0 3.56 -8.6 0 3.36
3 0 -.72 0 -.92 -1.48 0 -1.2 -.64 0 -1.32
4 0 0 0 -1.52 -.04 0 -.6 -.72 0 -.92 -.64 0 -1.32
4 0 -.36 0 -2.32 -.52 0 -3.36 -.08 0 -3.04 .6 0 -1.8
4 0 -2.28 0 -4.2 -.8 0 -3.92 -.8 0 -3.72 -1.6 0 -3
4 0 -1.6 0 -3 -2.32 0 -3.24 -2.44 0 -3.72 -2.28 0 -4.2
3 0 -2.32 0 -3.24 -2.92 0 -3.32 -2.44 0 -3.72
4 0 -8.48 0 -3.2 -8.2 0 -5.08 -7.72 0 -4.96 -7.72 0 -3.16
4 0 -4.88 0 -3.92 -5.48 0 -3.64 -6 0 -4.08 -5.48 0 -5.04
4 0 -5.28 0 -2.32 -4.52 0 -2.16 -5.28 0 -2 -6.12 0 -1.96
3 0 -5.92 0 -3.36 -6 0 -4.08 -5.48 0 -3.64
3 0 -6.6 0 -.72 -6.76 0 -.8 -6.12 0 -.96
4 0 -4.88 0 -5.32 -4.24 0 -4.08 -4.88 0 -3.92 -5.48 0 -5.04
4 0 -6.88 0 -5.08 -6 0 -4.08 -6.32 0 -3.8 -7.48 0 -4.96
4 0 -6.32 0 -3.8 -6.8 0 -3.48 -7.72 0 -4.96 -7.48 0 -4.96
4 0 -6.08 0 -.32 -6.6 0 -.72 -6.12 0 -.96 -5.48 0 -.32
4 0 -10.04 0 -4.88 -9.52 0 -4.88 -9 0 -3.44 -9.84 0 -4
4 0 -8.2 0 -5.08 -8.48 0 -3.2 -9 0 -3.44 -9.52 0 -4.88
4 0 -10.04 0 -4.88 -9.84 0 -4 -10.32 0 -4.24 -10.64 0 -4.48
3 0 -10.88 0 -4.96 -10.96 0 -5.4 -10.2 0 -5.2
3 0 -10.96 0 -5.4 -11.52 0 -5.96 -11.16 0 -6.16
4 0 -13.32 0 .56 -13.44 0 1.28 -13.76 0 1.16 -13.76 0 .36
3 0 -11.8 0 -4.4 -12.4 0 -4.56 -11.52 0 -4.88
3 0 -11.92 0 -4.04 -12.4 0 -4.56 -11.8 0 -4.4
3 0 -12.76 0 -5.36 -12.16 0 -5.84 -12 0 -5.44
4 0 -12.76 0 -5.36 -13.48 0 -5.6 -13.2 0 -6 -12.84 0 -6.12
3 0 -12.84 0 -5.28 -13.48 0 -5.6 -12.76 0 -5.36
3 0 -13.16 0 -4.04 -13.72 0 -4.88 -13.08 0 -4.56
4 0 -13.68 0 -3.44 -14.12 0 -3.92 -13.16 0 -4.04 -13.28 0 -3.08
4 0 -14.2 0 .08 -14.24 0 .92 -14.88 0 .48 -14.8 0 -.4
3 0 -13.12 0 -3 -13.28 0 -3.08 -13.16 0 -4.04
4 0 -14.24 0 -5.2 -13.72 0 -4.88 -14.44 0 -4.48 -14.72 0 -5.2
4 0 -14.64 0 -3.96 -15.32 0 -4.12 -15.2 0 -4.6 -14.44 0 -4.48
4 0 -15.8 0 -2.52 -16.16 0 -3.32 -15.4 0 -3.36 -15.28 0 -2.24
4 0 -15.4 0 -3.36 -14.68 0 -3.48 -14.6 0 -2.84 -15.28 0 -2.24
4 0 -16.28 0 -1.44 -15.72 0 -2 -15.48 0 -1.4 -15.88 0 -.64
4 0 -14.6 0 -2.84 -14.32 0 -2 -14.76 0 -2.04 -15.28 0 -2.24
4 0 -15.72 0 -2 -16.28 0 -1.44 -16.48 0 -2.12 -15.8 0 -2.52
4 0 -15.2 0 -.92 -15.4 0 0 -15.88 0 -.64 -15.48 0 -1.4
4 0 -11.96 0 .96 -11.8 0 2 -12.4 0 1.52 -12.28 0 .76
3 0 -10.64 0 2.48 -10.84 0 1.68 -10.08 0 1.84
4 0 -7 0 -1.36 -7.08 0 -.92 -8.24 0 -1.08 -8.28 0 -1.48
3 0 -8.96 0 2.8 -9.16 0 1.76 -8.48 0 1.88
4 0 -2.96 0 2.96 -3.6 0 2.08 -2.48 0 2.48 -2.4 0 3.08
4 0 -3.16 0 1.24 -2.68 0 1.6 -3.24 0 1.56 -3.68 0 1
4 0 -6.68 0 3.84 -6.76 0 3.32 -6.28 0 3.64 -6.16 0 4.16
4 0 -6.16 0 4.16 -6.28 0 3.64 -5.6 0 3.96 -5.4 0 4.28
4 0 -4.88 0 4.2 -4.4 0 4.28 -4.68 0 4.4 -5.4 0 4.28
3 0 -5.4 0 4.28 -5.6 0 3.96 -4.88 0 4.2
4 0 -6.76 0 5.16 -6.68 0 3.84 -6.2 0 4.6 -6.16 0 5.32
4 0 -8.28 0 7.48 -9.4 0 7.4 -9.2 0 6.72 -8.92 0 5.96
3 0 -5.6 0 7.08 -6.16 0 5.32 -5.72 0 5.08
3 0 -6.72 0 7.88 -5.6 0 7.08 -5.56 0 7.32
3 0 -4.68 0 8.44 -5.44 0 7.88 -5.04 0 7.4
4 0 -6.56 0 8.96 -5.44 0 7.88 -4.68 0 8.44 -6.32 0 9.52
4 0 -4.84 0 14.6 -4.32 0 14 -3.96 0 14.12 -4.64 0 15.56
4 0 -5.96 0 10.64 -3.92 0 9.96 -3.8 0 10.6 -5.52 0 11.56
4 0 -2.92 0 16.24 -3.16 0 16.92 -3.6 0 16.76 -3.36 0 16.08
4 0 -3.76 0 11 -3.28 0 10.68 -3.2 0 12.2 -4.96 0 12.48
4 0 -4.52 0 13.24 -3.2 0 12.2 -3.08 0 12.56 -3.16 0 13.04
4 0 -.08 0 16.8 .88 0 16.96 0 0 17.56 -1.2 0 17.28
4 0 -2.76 0 12.56 -2.64 0 12.8 -3.16 0 13.04 -3.08 0 12.56
4 0 -2.64 0 12.8 -2.76 0 12.56 -1.76 0 12.56 -1.56 0 12.64
3 0 -1.2 0 17.28 -1 0 16.6 -.08 0 16.8
4 0 -1.52 0 15.36 -1.64 0 14.52 -1.4 0 14.52 -1 0 14.84
4 0 -4.2 0 13.64 -3.72 0 13.6 -3.96 0 14.12 -4.32 0 14
4 0 -3.76 0 15.72 -4.36 0 16.12 -4.64 0 15.56 -4 0 15.2
3 0 -4.64 0 15.56 -4.04 0 14.52 -4 0 15.2
3 0 -4.64 0 15.56 -3.96 0 14.12 -4.04 0 14.52
3 0 -3.6 0 16.76 -4.04 0 16.48 -3.36 0 16.08
4 0 -2.12 0 17 -3.16 0 16.92 -2.92 0 16.24 -2.28 0 16.24
4 0 -1.2 0 16.32 -1.2 0 17.28 -2.12 0 17 -1.76 0 16.08
3 0 -2.12 0 17 -2.28 0 16.24 -1.76 0 16.08
3 0 -1 0 14.84 -1.4 0 14.52 -.8 0 14.4
4 0 -.6 0 16.16 -.96 0 16.2 -1.04 0 15.72 -.6 0 15.36
4 0 -.6 0 16.16 -.16 0 15.4 .04 0 15.6 .52 0 16.32
3 0 .52 0 16.32 .04 0 15.6 .44 0 15.8
4 0 .48 0 14.48 .48 0 14.08 .72 0 13.92 1.12 0 14.68
4 0 .88 0 15.92 1.64 0 16.04 1.08 0 16.32 .52 0 16.32
3 0 .52 0 16.32 .44 0 15.8 .88 0 15.92
4 0 -1.2 0 16.32 -1.76 0 16.08 -1.04 0 15.72 -.96 0 16.2
3 0 -1.2 0 17.28 -1.2 0 16.32 -1 0 16.6
4 0 .68 0 17.64 0 0 17.56 .88 0 16.96 1.6 0 16.96
4 0 -1.92 0 14.24 -3.28 0 14.92 -3.28 0 14.32 -3.12 0 14
4 0 2.96 0 15.4 2.24 0 15.56 1.68 0 14.8 2.2 0 13.92
4 0 -1.8 0 13.68 -2.2 0 13.4 -1.68 0 13.32 -1.44 0 13.4
3 0 -2.08 0 15.64 -1.64 0 14.52 -1.52 0 15.36
4 0 -1.92 0 13.96 -1.92 0 14.24 -2.8 0 13.68 -2.2 0 13.4
3 0 -1.92 0 13.96 -2.2 0 13.4 -1.8 0 13.68
3 0 -1.92 0 14.24 -3.12 0 14 -2.8 0 13.68
3 0 -3.12 0 15.24 -3.28 0 14.92 -1.92 0 14.24
4 0 -2.92 0 15.48 -3.12 0 15.24 -2.08 0 15.64 -2.64 0 15.64
4 0 1.12 0 14.68 .72 0 13.92 1.64 0 13.8 1.36 0 14.72
4 0 3.84 0 14.98 2.96 0 13.72 3.56 0 13.44 4.76 0 14.8
4 0 4.36 0 11 4.48 0 11.24 3.36 0 11.2 3.6 0 10.68
4 0 3.72 0 13.08 3.16 0 12.92 3.36 0 11.2 4.48 0 11.24
4 0 5.4 0 13.84 4.76 0 14.8 3.56 0 13.44 3.72 0 13.08
4 0 3.84 0 14.98 4.76 0 14.8 4.32 0 15.2 3.92 0 15.4
4 0 5.84 0 13.28 3.72 0 13.08 4.72 0 11.4 7.52 0 11.4
3 0 5.84 0 13.28 7.52 0 11.4 6.56 0 12.6
4 0 7.24 0 12.16 6.56 0 12.6 7.52 0 11.4 7.96 0 11.52
3 0 7.24 0 12.16 7.96 0 11.52 8.24 0 11.68
3 0 4.36 0 10.48 3.92 0 10.4 4.4 0 10.16
4 0 1.44 0 13.6 .72 0 13.92 .72 0 13.68 1.4 0 13.24
4 0 1.28 0 10.88 2.28 0 11 1 0 12.08 .84 0 10.96
4 0 1.92 0 13.92 1.68 0 14.8 1.36 0 14.72 1.64 0 13.8
3 0 1 0 12.08 .68 0 11.96 .84 0 10.96
4 0 .08 0 11.84 -.36 0 11.76 .04 0 11.4 .4 0 11.16
4 0 2.28 0 11 2.52 0 12.76 2.04 0 12.76 1 0 12.08
4 0 1.48 0 15.52 .76 0 15.36 1.12 0 15.16 1.52 0 14.96
3 0 .72 0 13.68 .4 0 13.44 1.4 0 13.24
4 0 1.52 0 14.96 1.68 0 14.8 1.64 0 15.56 1.48 0 15.52
3 0 .48 0 14.48 .12 0 14.16 .48 0 14.08
4 0 2.96 0 13.72 3.84 0 14.98 2.96 0 15.4 2.2 0 13.92
3 0 2.24 0 15.56 1.64 0 15.56 1.68 0 14.8
4 0 -3.72 0 13.6 -4.2 0 13.64 -4.2 0 13.52 -3.16 0 13.04
3 0 -4.2 0 13.52 -4.52 0 13.24 -3.16 0 13.04
4 0 -4.96 0 12.48 -3.2 0 12.2 -4.52 0 13.24 -4.96 0 12.68
4 0 -5.52 0 11.56 -3.8 0 10.6 -3.76 0 11 -4.96 0 12.48
3 0 -4.52 0 13.24 -5.16 0 13 -4.96 0 12.68
4 0 -6.48 0 10.68 -8.08 0 10.96 -8 0 10.28 -6.92 0 9.44
4 0 -8.28 0 7.48 -7.6 0 8.36 -9.6 0 8.88 -9.4 0 7.4
4 0 -5.44 0 7.88 -6.56 0 8.96 -6.68 0 8.16 -6.72 0 7.88
3 0 -5.44 0 7.88 -6.72 0 7.88 -5.56 0 7.32
3 0 -6.56 0 8.96 -6.92 0 8.16 -6.68 0 8.16
4 0 -6.76 0 3.32 -6.68 0 3.84 -6.96 0 3.56 -8.04 0 2.08
3 0 -6.2 0 4.6 -6.68 0 3.84 -6.16 0 4.16
4 0 -8.76 0 4.44 -8.6 0 3.64 -7.16 0 4.04 -7.24 0 5.08
3 0 -9 0 5.12 -8.76 0 4.44 -7.24 0 5.08
3 0 -7.56 0 7.48 -8.28 0 7.48 -8.92 0 5.96
4 0 -8.04 0 10 -7.6 0 8.36 -7.12 0 9.08 -6.92 0 9.44
3 0 -8 0 10.28 -8.04 0 10 -6.92 0 9.44
4 0 -6 0 12.84 -7.6 0 12.92 -7.68 0 12.4 -5.88 0 12
3 0 -6 0 12.84 -5.88 0 12 -5.6 0 12.4
4 0 -6.28 0 13.24 -5.56 0 13.44 -5.92 0 14.08 -6.76 0 13.96
3 0 -6.28 0 13.24 -7.6 0 12.92 -6 0 12.84
4 0 -5.32 0 14.28 -4.92 0 13.68 -4.32 0 14 -4.84 0 14.6
3 0 5.4 0 13.84 3.72 0 13.08 5.84 0 13.28
3 0 3.72 0 13.08 4.48 0 11.24 4.72 0 11.4
4 0 2.52 0 12.76 2.28 0 11 3.36 0 11.2 3.16 0 12.92
3 0 1.68 0 12.92 1 0 12.08 2.04 0 12.76
4 0 1 0 12.08 1.68 0 12.92 1.4 0 13.24 .44 0 12.6
3 0 .72 0 13.92 1.44 0 13.6 1.64 0 13.8
3 0 1.68 0 14.8 1.92 0 13.92 2.2 0 13.92
4 0 -2.16 0 4.08 -2.24 0 4.96 -2.64 0 3.64 -2.4 0 3.08
3 0 -2.64 0 3.64 -2.96 0 2.96 -2.4 0 3.08
4 0 -2.68 0 1.6 -2.2 0 2.16 -2.8 0 2 -3.24 0 1.56
4 0 -1.84 0 2.92 -1.68 0 3.64 -2.4 0 3.08 -2.48 0 2.48
4 0 -2.2 0 2.16 -1.84 0 2.92 -2.48 0 2.48 -2.8 0 2
4 0 -2.04 0 -.88 -2.08 0 -.56 -3 0 -1 -2.8 0 -1.32
4 0 -2.24 0 4.96 -2.16 0 4.08 -2.08 0 4.88 -2.12 0 5.12
4 0 -1.52 0 -.4 -1.28 0 0 -2.08 0 -.56 -2.04 0 -.88
4 0 -3.08 0 -1.44 -3.92 0 -1.32 -3.72 0 -1.56 -3.36 0 -1.8
3 0 -2.4 0 -1.68 -1.96 0 -2.2 -1.52 0 -1.84
4 0 -2.76 0 -2.08 -3.08 0 -2.16 -3.04 0 -2.6 -2.44 0 -2.44
4 0 -4.2 0 -2.6 -3.76 0 -2.24 -4.52 0 -2.16 -5.28 0 -2.32
4 0 -3.76 0 -2.24 -4.2 0 -2.6 -3.04 0 -2.6 -3.08 0 -2.16
4 0 -3 0 -1.52 -3.36 0 -1.8 -2.76 0 -2.08 -2.4 0 -1.68
3 0 -3.08 0 -1.44 -3.36 0 -1.8 -3 0 -1.52
4 0 -3 0 -1 -3.92 0 -1.32 -3.08 0 -1.44 -2.8 0 -1.32
4 0 -6.56 0 -1.2 -6.12 0 -.96 -7.08 0 -.92 -7 0 -1.36
4 0 -8.28 0 -1.48 -8.24 0 -1.08 -8.76 0 -1.2 -9.24 0 -1.64
4 0 -6.88 0 -.64 -6.6 0 -.72 -6.08 0 -.32 -7.24 0 -.52
3 0 -6.76 0 -.8 -7.08 0 -.92 -6.12 0 -.96
3 0 -6.08 0 -.32 -7.44 0 -.4 -7.24 0 -.52
4 0 5.44 0 -4.2 5.36 0 -3.92 5.2 0 -4.32 5.44 0 -5.28
4 0 6 0 -6.2 6.52 0 -6.68 6.28 0 -5.28 6.12 0 -5.32
4 0 5.56 0 -6.52 5.2 0 -6.44 5.16 0 -7.08 5.6 0 -7.2
4 0 6.16 0 -8.52 6.36 0 -8.92 6.56 0 -8.2 6.6 0 -7.6
4 0 5.88 0 -6.64 6.2 0 -7.2 6.52 0 -6.68 6 0 -6.2
3 0 6.16 0 -5.04 6.12 0 -5.32 6.28 0 -5.28
4 0 6.2 0 -7.2 6.16 0 -8.52 6.6 0 -7.6 6.52 0 -6.68
4 0 4.44 0 -10.48 4.12 0 -10.12 3.88 0 -10.6 4.16 0 -11.04
4 0 4.44 0 -10.48 4.16 0 -11.04 4.48 0 -11 4.96 0 -10.84
3 0 6.16 0 -8.52 6.04 0 -9.76 6.36 0 -8.92
3 0 5.88 0 -6.64 6.16 0 -7.2 6.2 0 -7.2
4 0 5.24 0 -8.16 5.64 0 -7.88 5.04 0 -7.68 4.8 0 -8.36
3 0 5.2 0 -4.32 5.12 0 -5.12 5.44 0 -5.28
4 0 -6.96 0 -9.84 -7.48 0 -9.84 -7.24 0 -10.52 -5.96 0 -10.64
3 0 -6 0 -4.08 -6.88 0 -5.08 -6 0 -4.96
3 0 -6 0 -4.08 -6 0 -4.96 -5.48 0 -5.04
3 0 -3.12 0 -4.12 -4.44 0 -5.64 -3.68 0 -6.32
4 0 -4.8 0 -11.12 -4.36 0 -10.68 -4.36 0 -10.64 -5.52 0 -10.96
4 0 -2.12 0 -6.88 -2.28 0 -4.2 -3.12 0 -6.68 -2.6 0 -6.88
3 0 -2.28 0 -4.2 -2.12 0 -6.88 -1.44 0 -6.68
4 0 2.24 0 -12.2 2.64 0 -10.96 -.24 0 -11.08 1.48 0 -12.84
4 0 -1.6 0 -8.68 -2.12 0 -9.08 -1.96 0 -9.48 -1.2 0 -9.68
4 0 -2.68 0 -8.24 -1.72 0 -8.2 -2.16 0 -7.84 -2.68 0 -8.2
4 0 1.68 0 -8.16 -1.12 0 -8.08 -.6 0 -9.92 1.72 0 -8.24
4 0 -1.6 0 -7.24 -2.16 0 -7.84 -1.72 0 -8.2 -1.12 0 -8.08
4 0 -2.48 0 -12.16 -2.8 0 -13.04 -2.36 0 -12.92 -1.4 0 -12.2
4 0 -4.08 0 -11.76 -4.08 0 -12.48 -3.64 0 -12.64 -3.16 0 -12
3 0 -2.12 0 -9.08 -2.64 0 -9.4 -1.96 0 -9.48
4 0 -1.6 0 -8.68 -1.2 0 -9.68 -.6 0 -9.92 -1.12 0 -8.08
3 0 1.72 0 -8.24 -.6 0 -9.92 -.24 0 -10.28
3 0 -.24 0 -10.28 -.16 0 -10.64 2.64 0 -10.96
3 0 -.16 0 -10.64 -.24 0 -11.08 2.64 0 -10.96
3 0 -.24 0 -11.08 -.4 0 -11.44 1.48 0 -12.84
4 0 -1.24 0 -12.92 -.68 0 -13.08 -.96 0 -12 -1.4 0 -12.2
3 0 -1.4 0 -12.2 -2.36 0 -12.92 -1.24 0 -12.92
3 0 -3.16 0 -12 -2.8 0 -13.04 -2.48 0 -12.16
3 0 -5.52 0 -10.96 -5 0 -11.56 -4.8 0 -11.12
3 0 -4.72 0 -11.76 -4.88 0 -12.6 -4.56 0 -12.48
3 0 -5.72 0 -11.56 -5.72 0 -12.12 -4.96 0 -11.84
4 0 -5.96 0 -10.64 -5.52 0 -10.96 -5.08 0 -10.4 -5.76 0 -9.88
3 0 -4.36 0 -10.64 -4.44 0 -10.64 -5.52 0 -10.96
3 0 -5.08 0 -10.4 -5.52 0 -10.96 -4.44 0 -10.64
3 0 -6.96 0 -9.84 -5.96 0 -10.64 -5.76 0 -9.88
3 0 -7.48 0 -9.84 -8.04 0 -10.2 -7.24 0 -10.52
4 0 -8.76 0 -9.44 -8.76 0 -10.24 -8.04 0 -9.56 -7.92 0 -9.16
3 0 -7.56 0 -8.44 -8.32 0 -8.48 -7.92 0 -9.16
3 0 -9.8 0 -8.32 -9.96 0 -8.76 -9.12 0 -8.76
4 0 -9.24 0 -6.8 -9.76 0 -7.4 -9.28 0 -7.6 -8.96 0 -6.84
4 0 -9.28 0 -7.6 -8.92 0 -8.28 -8.28 0 -7.6 -8.44 0 -6.96
3 0 -8.44 0 -6.96 -8.28 0 -7.6 -7.8 0 -7.2
4 0 -9.32 0 -5.96 -8.52 0 -6.36 -7.88 0 -5.72 -8.44 0 -5.44
3 0 -8.96 0 -6.84 -9.28 0 -7.6 -8.44 0 -6.96
3 0 -9.8 0 -6.28 -10 0 -6.56 -9.24 0 -6.8
3 0 -9.32 0 -5.96 -9.04 0 -6.6 -8.52 0 -6.36
3 0 -7.88 0 -5.72 -7.8 0 -6.2 -7.44 0 -6.16
3 0 -7.88 0 -5.72 -8.52 0 -6.36 -7.8 0 -6.2
3 0 -8.76 0 -5.4 -9.32 0 -5.96 -8.44 0 -5.44
3 0 -9.52 0 -4.88 -8.76 0 -5.4 -8.2 0 -5.08
4 0 4.56 0 -9.6 4.36 0 -9.4 4.12 0 -10.12 4.44 0 -10.48
3 0 4.92 0 -10.32 4.44 0 -10.48 4.96 0 -10.84
3 0 4.44 0 -11.32 4 0 -12.64 4.44 0 -12.28
3 0 4.96 0 -10.84 4.48 0 -11 4.44 0 -11.32
